Mês,Dia,mean,max,Ano
Fev.,1,2.1916666666666664,14.2,2009
Fev.,2,8.775,42.4,2009
Fev.,3,3.3499999999999996,22.4,2009
Fev.,4,4.391666666666667,19.0,2009
Fev.,5,0.024999999999999998,0.3,2009
Fev.,6,0.0,0.0,2009
Fev.,7,0.21666666666666667,2.6,2009
Fev.,8,0.2333333333333333,1.6,2009
Fev.,9,0.0,0.0,2009
Fev.,10,1.8999999999999997,11.7,2009
Fev.,11,0.0,0.0,2009
Fev.,12,0.2916666666666667,3.2,2009
Fev.,13,0.13333333333333333,1.2,2009
Fev.,14,0.7083333333333334,5.0,2009
Fev.,15,3.2083333333333335,25.2,2009
Fev.,16,0.7333333333333334,4.4,2009
Fev.,17,0.09999999999999999,1.2,2009
Fev.,18,1.0999999999999999,5.8,2009
Fev.,19,1.6666666666666667,8.0,2009
Fev.,20,1.2416666666666667,7.5,2009
Fev.,21,2.4499999999999997,17.0,2009
Fev.,22,6.55,35.6,2009
Fev.,23,15.883333333333333,54.4,2009
Fev.,24,12.166666666666666,41.2,2009
Fev.,25,1.8333333333333333,10.6,2009
Fev.,26,6.141666666666667,21.3,2009
Fev.,27,8.608333333333333,30.2,2009
Fev.,28,7.241666666666666,46.4,2009
Mar.,1,3.65,22.0,2009
Mar.,2,3.1666666666666665,12.0,2009
Mar.,3,8.450000000000001,36.0,2009
Mar.,4,2.316666666666667,10.0,2009
Mar.,5,13.875000000000002,55.2,2009
Mar.,6,4.433333333333333,17.4,2009
Mar.,7,0.08333333333333333,1.0,2009
Mar.,8,4.133333333333334,21.2,2009
Mar.,9,0.4166666666666667,1.4,2009
Mar.,10,0.0,0.0,2009
Mar.,11,12.450000000000001,67.0,2009
Mar.,12,16.116666666666664,60.8,2009
Mar.,13,1.25,9.8,2009
Mar.,14,1.2,11.0,2009
Mar.,15,0.26666666666666666,2.8,2009
Mar.,16,3.858333333333333,15.4,2009
Mar.,17,15.0,79.4,2009
Mar.,18,1.9666666666666668,21.6,2009
Mar.,19,0.0,0.0,2009
Mar.,20,0.0,0.0,2009
Mar.,21,0.016666666666666666,0.2,2009
Mar.,22,5.433333333333334,25.2,2009
Mar.,23,7.208333333333333,28.4,2009
Mar.,24,3.0750000000000006,15.6,2009
Mar.,25,2.466666666666667,9.5,2009
Mar.,26,1.75,8.2,2009
Mar.,27,2.408333333333333,16.0,2009
Mar.,28,4.433333333333333,34.8,2009
Mar.,29,9.833333333333334,44.2,2009
Mar.,30,0.725,6.1,2009
Mar.,31,11.575000000000001,49.8,2009
Abr.,1,5.583333333333333,31.1,2009
Abr.,2,0.8333333333333334,5.0,2009
Abr.,3,1.45,7.0,2009
Abr.,4,10.666666666666666,52.4,2009
Abr.,5,0.125,1.5,2009
Abr.,6,0.03333333333333333,0.4,2009
Abr.,7,1.2,13.2,2009
Abr.,8,0.5083333333333334,5.7,2009
Abr.,9,19.150000000000002,108.0,2009
Abr.,10,2.683333333333333,14.0,2009
Abr.,11,0.08333333333333333,1.0,2009
Abr.,12,0.27499999999999997,1.0,2009
Abr.,13,15.966666666666669,59.0,2009
Abr.,14,5.575,23.5,2009
Abr.,15,6.933333333333334,34.4,2009
Abr.,16,4.266666666666667,20.0,2009
Abr.,17,15.733333333333334,65.0,2009
Abr.,18,2.0749999999999997,12.5,2009
Abr.,19,0.4000000000000001,3.2,2009
Abr.,20,12.933333333333332,40.0,2009
Abr.,21,2.3666666666666667,18.0,2009
Abr.,22,18.941666666666666,83.4,2009
Abr.,23,0.06666666666666667,0.8,2009
Abr.,24,2.058333333333333,19.1,2009
Abr.,25,6.833333333333333,27.4,2009
Abr.,26,0.45,3.2,2009
Abr.,27,0.0,0.0,2009
Abr.,28,19.558333333333334,62.1,2009
Abr.,29,0.0,0.0,2009
Abr.,30,22.316666666666663,91.2,2009
Mai.,1,0.9833333333333334,6.2,2009
Mai.,2,3.4916666666666667,30.0,2009
Mai.,3,8.025,35.1,2009
Mai.,4,0.9,4.0,2009
Mai.,5,3.6833333333333336,15.6,2009
Mai.,6,0.55,4.2,2009
Mai.,7,1.6333333333333335,11.5,2009
Mai.,8,1.55,8.4,2009
Mai.,9,2.6333333333333333,12.0,2009
Mai.,10,0.0,0.0,2009
Mai.,11,10.366666666666667,50.4,2009
Mai.,12,0.725,5.2,2009
Mai.,13,0.0,0.0,2009
Mai.,14,1.0999999999999999,4.7,2009
Mai.,15,2.4,21.6,2009
Mai.,16,0.0,0.0,2009
Mai.,17,0.11666666666666665,1.4,2009
Mai.,18,3.8499999999999996,16.0,2009
Mai.,19,3.5583333333333336,18.2,2009
Mai.,20,0.0,0.0,2009
Mai.,21,21.775000000000002,84.7,2009
Mai.,22,0.8666666666666667,4.5,2009
Mai.,23,6.416666666666667,37.4,2009
Mai.,24,5.625,19.7,2009
Mai.,25,15.008333333333333,57.0,2009
Mai.,26,10.133333333333335,44.2,2009
Mai.,27,1.9000000000000001,19.5,2009
Mai.,28,0.30833333333333335,2.4,2009
Mai.,29,2.1666666666666665,10.0,2009
Mai.,30,0.0,0.0,2009
Mai.,31,0.5666666666666667,4.0,2009
Jun.,1,0.03333333333333333,0.4,2009
Jun.,2,0.0,0.0,2009
Jun.,3,3.2916666666666665,25.0,2009
Jun.,4,8.516666666666666,31.8,2009
Jun.,5,0.0,0.0,2009
Jun.,6,0.2833333333333334,3.0,2009
Jun.,7,0.09999999999999999,1.2,2009
Jun.,8,0.0,0.0,2009
Jun.,9,0.3333333333333333,4.0,2009
Jun.,10,3.0416666666666665,14.7,2009
Jun.,11,1.6833333333333333,15.0,2009
Jun.,12,0.15,1.0,2009
Jun.,13,0.0,0.0,2009
Jun.,14,0.0,0.0,2009
Jun.,15,4.075,14.4,2009
Jun.,16,0.0,0.0,2009
Jun.,17,0.17500000000000002,1.2,2009
Jun.,18,0.049999999999999996,0.6,2009
Jun.,19,3.533333333333333,23.4,2009
Jun.,20,2.4,15.0,2009
Jun.,21,0.0,0.0,2009
Jun.,22,0.008333333333333333,0.1,2009
Jun.,23,22.216666666666665,75.8,2009
Jun.,24,2.7416666666666667,13.0,2009
Jun.,25,21.358333333333334,76.5,2009
Jun.,26,0.0,0.0,2009
Jun.,27,0.0,0.0,2009
Jun.,28,0.6333333333333333,7.6,2009
Jun.,29,0.09999999999999999,1.2,2009
Jun.,30,0.0,0.0,2009
Jul.,1,0.08333333333333333,1.0,2009
Jul.,2,0.27499999999999997,1.9,2009
Jul.,3,0.016666666666666666,0.2,2009
Jul.,4,0.25833333333333336,1.6,2009
Jul.,5,0.23333333333333336,1.2,2009
Jul.,6,14.450000000000001,65.0,2009
Jul.,7,4.991666666666666,24.4,2009
Jul.,8,3.5500000000000003,14.4,2009
Jul.,9,0.16666666666666666,2.0,2009
Jul.,10,0.0,0.0,2009
Jul.,11,1.8416666666666666,8.0,2009
Jul.,12,2.35,9.8,2009
Jul.,13,0.2333333333333333,1.6,2009
Jul.,14,0.0,0.0,2009
Jul.,15,0.0,0.0,2009
Jul.,16,0.0,0.0,2009
Jul.,17,2.1916666666666664,8.5,2009
Jul.,18,7.5,37.0,2009
Jul.,19,1.5583333333333333,6.8,2009
Jul.,20,0.0,0.0,2009
Jul.,21,0.35000000000000003,1.5,2009
Jul.,22,16.041666666666668,73.0,2009
Jul.,23,7.3999999999999995,28.0,2009
Jul.,24,5.683333333333334,19.4,2009
Jul.,25,0.0,0.0,2009
Jul.,26,0.0,0.0,2009
Jul.,27,0.0,0.0,2009
Jul.,28,0.0,0.0,2009
Jul.,29,0.0,0.0,2009
Jul.,30,0.03333333333333333,0.4,2009
Jul.,31,0.0,0.0,2009
Ago.,1,0.0,0.0,2009
Ago.,2,0.0,0.0,2009
Ago.,3,0.0,0.0,2009
Ago.,4,0.0,0.0,2009
Ago.,5,0.016666666666666666,0.2,2009
Ago.,6,0.049999999999999996,0.6,2009
Ago.,7,0.09999999999999999,1.2,2009
Ago.,8,0.0,0.0,2009
Ago.,9,0.0,0.0,2009
Ago.,10,0.0,0.0,2009
Ago.,11,0.0,0.0,2009
Ago.,12,0.0,0.0,2009
Ago.,13,0.0,0.0,2009
Ago.,14,0.0,0.0,2009
Ago.,15,0.0,0.0,2009
Ago.,16,0.0,0.0,2009
Ago.,17,0.0,0.0,2009
Ago.,18,0.0,0.0,2009
Ago.,19,0.0,0.0,2009
Ago.,20,0.0,0.0,2009
Ago.,21,2.6999999999999997,11.2,2009
Ago.,22,0.08333333333333333,1.0,2009
Ago.,23,5.708333333333333,22.0,2009
Ago.,24,1.4416666666666667,7.7,2009
Ago.,25,0.625,3.5,2009
Ago.,26,1.2166666666666666,4.4,2009
Ago.,27,1.8833333333333335,9.6,2009
Ago.,28,0.05000000000000001,0.4,2009
Ago.,29,0.0,0.0,2009
Ago.,30,0.0,0.0,2009
Ago.,31,0.0,0.0,2009
Set.,1,0.0,0.0,2009
Set.,2,0.0,0.0,2009
Set.,3,0.0,0.0,2009
Set.,4,0.0,0.0,2009
Set.,5,0.0,0.0,2009
Set.,6,0.0,0.0,2009
Set.,7,0.0,0.0,2009
Set.,8,0.0,0.0,2009
Set.,9,0.0,0.0,2009
Set.,10,0.0,0.0,2009
Set.,11,0.0,0.0,2009
Set.,12,0.0,0.0,2009
Set.,13,0.125,1.5,2009
Set.,14,0.15833333333333333,1.0,2009
Set.,15,0.024999999999999998,0.3,2009
Set.,16,0.15,1.8,2009
Set.,17,0.008333333333333333,0.1,2009
Set.,18,0.0,0.0,2009
Set.,19,0.0,0.0,2009
Set.,20,0.0,0.0,2009
Set.,21,0.0,0.0,2009
Set.,22,0.0,0.0,2009
Set.,23,0.049999999999999996,0.6,2009
Set.,24,0.0,0.0,2009
Set.,25,0.0,0.0,2009
Set.,26,0.0,0.0,2009
Set.,27,0.0,0.0,2009
Set.,28,0.0,0.0,2009
Set.,29,0.0,0.0,2009
Set.,30,0.0,0.0,2009
Out.,1,0.0,0.0,2009
Out.,2,0.1416666666666667,1.1,2009
Out.,3,0.0,0.0,2009
Out.,4,0.0,0.0,2009
Out.,5,0.0,0.0,2009
Out.,6,0.0,0.0,2009
Out.,7,0.0,0.0,2009
Out.,8,0.0,0.0,2009
Out.,9,0.0,0.0,2009
Out.,10,0.0,0.0,2009
Out.,11,0.0,0.0,2009
Out.,12,0.0,0.0,2009
Out.,13,0.0,0.0,2009
Out.,14,0.0,0.0,2009
Out.,15,0.10833333333333334,1.3,2009
Out.,16,0.0,0.0,2009
Out.,17,0.0,0.0,2009
Out.,18,0.26666666666666666,2.2,2009
Out.,19,0.0,0.0,2009
Out.,20,0.0,0.0,2009
Out.,21,0.0,0.0,2009
Out.,22,0.0,0.0,2009
Out.,23,0.0,0.0,2009
Out.,24,0.0,0.0,2009
Out.,25,0.0,0.0,2009
Out.,26,0.0,0.0,2009
Out.,27,0.06666666666666667,0.6,2009
Out.,28,0.15,1.8,2009
Out.,29,0.0,0.0,2009
Out.,30,0.05833333333333333,0.5,2009
Out.,31,0.0,0.0,2009
Nov.,1,0.0,0.0,2009
Nov.,2,0.0,0.0,2009
Nov.,3,0.05833333333333333,0.7,2009
Nov.,4,0.041666666666666664,0.5,2009
Nov.,5,0.016666666666666666,0.2,2009
Nov.,6,0.0,0.0,2009
Nov.,7,0.0,0.0,2009
Nov.,8,0.0,0.0,2009
Nov.,9,0.0,0.0,2009
Nov.,10,0.0,0.0,2009
Nov.,11,0.125,1.5,2009
Nov.,12,0.0,0.0,2009
Nov.,13,0.13333333333333333,0.8,2009
Nov.,14,0.0,0.0,2009
Nov.,15,0.0,0.0,2009
Nov.,16,0.0,0.0,2009
Nov.,17,0.049999999999999996,0.6,2009
Nov.,18,0.19999999999999998,2.4,2009
Nov.,19,0.19999999999999998,2.4,2009
Nov.,20,0.0,0.0,2009
Nov.,21,0.0,0.0,2009
Nov.,22,0.049999999999999996,0.6,2009
Nov.,23,0.0,0.0,2009
Nov.,24,0.0,0.0,2009
Nov.,25,0.0,0.0,2009
Nov.,26,0.0,0.0,2009
Nov.,27,0.049999999999999996,0.6,2009
Nov.,28,0.0,0.0,2009
Nov.,29,0.0,0.0,2009
Nov.,30,0.0,0.0,2009
Dez.,1,0.7583333333333333,5.3,2009
Dez.,2,0.0,0.0,2009
Dez.,3,0.0,0.0,2009
Dez.,4,0.0,0.0,2009
Dez.,5,0.4166666666666667,3.5,2009
Dez.,6,0.0,0.0,2009
Dez.,7,0.15,1.8,2009
Dez.,8,0.0,0.0,2009
Dez.,9,0.0,0.0,2009
Dez.,10,0.0,0.0,2009
Dez.,11,0.0,0.0,2009
Dez.,12,0.15833333333333333,1.9,2009
Dez.,13,0.0,0.0,2009
Dez.,14,0.0,0.0,2009
Dez.,15,0.6333333333333333,3.9,2009
Dez.,16,0.9916666666666666,7.0,2009
Dez.,17,0.39999999999999997,2.0,2009
Dez.,18,2.9166666666666665,16.2,2009
Dez.,19,0.05833333333333333,0.7,2009
Dez.,20,0.0,0.0,2009
Dez.,21,0.0,0.0,2009
Dez.,22,0.0,0.0,2009
Dez.,23,0.0,0.0,2009
Dez.,24,0.049999999999999996,0.6,2009
Dez.,25,0.03333333333333333,0.4,2009
Dez.,26,0.13333333333333333,1.6,2009
Dez.,27,0.0,0.0,2009
Dez.,28,0.0,0.0,2009
Dez.,29,0.0,0.0,2009
Dez.,30,0.0,0.0,2009
Dez.,31,0.225,2.7,2009
Jan.,1,0.0,0.0,2010
Jan.,2,1.3833333333333335,14.6,2010
Jan.,3,1.9000000000000001,12.8,2010
Jan.,4,5.591666666666666,35.4,2010
Jan.,5,0.0,0.0,2010
Jan.,6,0.0,0.0,2010
Jan.,7,0.13333333333333333,1.6,2010
Jan.,8,0.03333333333333333,0.4,2010
Jan.,9,0.0,0.0,2010
Jan.,10,1.3333333333333333,11.0,2010
Jan.,11,0.5333333333333333,3.8,2010
Jan.,12,0.0,0.0,2010
Jan.,13,0.0,0.0,2010
Jan.,14,0.0,0.0,2010
Jan.,15,0.0,0.0,2010
Jan.,16,0.0,0.0,2010
Jan.,17,0.0,0.0,2010
Jan.,18,0.0,0.0,2010
Jan.,19,0.0,0.0,2010
Jan.,20,0.5750000000000001,4.2,2010
Jan.,21,0.08333333333333333,1.0,2010
Jan.,22,0.2833333333333333,3.4,2010
Jan.,23,0.08333333333333333,0.8,2010
Jan.,24,0.0,0.0,2010
Jan.,25,0.0,0.0,2010
Jan.,26,0.31666666666666665,3.8,2010
Jan.,27,0.8250000000000001,5.4,2010
Jan.,28,3.9666666666666663,22.4,2010
Jan.,29,0.8916666666666666,9.6,2010
Jan.,30,0.0,0.0,2010
Jan.,31,0.0,0.0,2010
Fev.,1,0.3,2.6,2010
Fev.,2,1.7583333333333335,8.0,2010
Fev.,3,0.0,0.0,2010
Fev.,4,0.0,0.0,2010
Fev.,5,0.0,0.0,2010
Fev.,6,0.049999999999999996,0.6,2010
Fev.,7,0.0,0.0,2010
Fev.,8,0.0,0.0,2010
Fev.,9,0.03333333333333333,0.4,2010
Fev.,10,8.725,37.7,2010
Fev.,11,0.05833333333333333,0.4,2010
Fev.,12,0.0,0.0,2010
Fev.,13,0.0,0.0,2010
Fev.,14,1.0416666666666667,7.0,2010
Fev.,15,7.2250000000000005,30.0,2010
Fev.,16,0.25833333333333336,1.8,2010
Fev.,17,0.10000000000000002,0.8,2010
Fev.,18,0.0,0.0,2010
Fev.,19,0.17500000000000002,1.1,2010
Fev.,20,0.0,0.0,2010
Fev.,21,0.25833333333333336,2.2,2010
Fev.,22,0.0,0.0,2010
Fev.,23,0.0,0.0,2010
Fev.,24,0.17500000000000002,1.3,2010
Fev.,25,0.0,0.0,2010
Fev.,26,0.2833333333333334,2.6,2010
Fev.,27,0.0,0.0,2010
Fev.,28,0.0,0.0,2010
Mar.,1,0.0,0.0,2010
Mar.,2,0.0,0.0,2010
Mar.,3,0.0,0.0,2010
Mar.,4,0.0,0.0,2010
Mar.,5,0.0,0.0,2010
Mar.,6,0.03333333333333333,0.4,2010
Mar.,7,0.0,0.0,2010
Mar.,8,0.0,0.0,2010
Mar.,9,0.0,0.0,2010
Mar.,10,0.0,0.0,2010
Mar.,11,0.0,0.0,2010
Mar.,12,0.11666666666666665,0.6,2010
Mar.,13,0.049999999999999996,0.6,2010
Mar.,14,0.525,3.4,2010
Mar.,15,1.1249999999999998,6.6,2010
Mar.,16,0.18333333333333335,2.2,2010
Mar.,17,0.0,0.0,2010
Mar.,18,0.1416666666666667,1.3,2010
Mar.,19,3.9499999999999997,29.2,2010
Mar.,20,4.7250000000000005,20.8,2010
Mar.,21,9.733333333333333,48.4,2010
Mar.,22,8.466666666666667,32.8,2010
Mar.,23,1.8666666666666665,12.0,2010
Mar.,24,8.733333333333333,40.0,2010
Mar.,25,5.733333333333334,34.6,2010
Mar.,26,13.316666666666668,56.6,2010
Mar.,27,0.0,0.0,2010
Mar.,28,4.425,21.3,2010
Mar.,29,0.4166666666666667,3.0,2010
Mar.,30,1.7333333333333332,9.6,2010
Mar.,31,0.16666666666666666,1.6,2010
Abr.,1,2.8000000000000003,15.0,2010
Abr.,2,0.975,4.7,2010
Abr.,3,5.991666666666667,27.9,2010
Abr.,4,3.15,14.2,2010
Abr.,5,0.0,0.0,2010
Abr.,6,0.0,0.0,2010
Abr.,7,1.6500000000000001,7.6,2010
Abr.,8,0.05000000000000001,0.2,2010
Abr.,9,0.6333333333333333,5.2,2010
Abr.,10,2.5500000000000003,16.5,2010
Abr.,11,7.375,39.3,2010
Abr.,12,4.316666666666666,23.2,2010
Abr.,13,8.733333333333334,48.0,2010
Abr.,14,0.0,0.0,2010
Abr.,15,0.024999999999999998,0.3,2010
Abr.,16,1.2666666666666666,7.8,2010
Abr.,17,4.458333333333333,20.1,2010
Abr.,18,16.099999999999998,65.0,2010
Abr.,19,1.2166666666666666,7.6,2010
Abr.,20,3.766666666666666,27.2,2010
Abr.,21,0.05833333333333333,0.7,2010
Abr.,22,0.6833333333333335,3.6,2010
Abr.,23,3.8166666666666664,28.8,2010
Abr.,24,0.0,0.0,2010
Abr.,25,0.0,0.0,2010
Abr.,26,0.26666666666666666,3.2,2010
Abr.,27,1.45,9.0,2010
Abr.,28,0.0,0.0,2010
Abr.,29,1.6833333333333333,11.0,2010
Abr.,30,0.19999999999999998,2.0,2010
Mai.,1,3.3416666666666663,21.8,2010
Mai.,2,0.75,6.8,2010
Mai.,3,4.333333333333333,23.3,2010
Mai.,4,3.466666666666667,17.0,2010
Mai.,5,6.816666666666667,38.2,2010
Mai.,6,2.25,8.6,2010
Mai.,7,0.9583333333333334,5.2,2010
Mai.,8,0.0,0.0,2010
Mai.,9,0.0,0.0,2010
Mai.,10,0.0,0.0,2010
Mai.,11,0.0,0.0,2010
Mai.,12,0.06666666666666667,0.8,2010
Mai.,13,3.5,34.0,2010
Mai.,14,0.35000000000000003,3.0,2010
Mai.,15,0.0,0.0,2010
Mai.,16,0.0,0.0,2010
Mai.,17,0.0,0.0,2010
Mai.,18,0.0,0.0,2010
Mai.,19,0.0,0.0,2010
Mai.,20,0.0,0.0,2010
Mai.,21,4.558333333333334,20.0,2010
Mai.,22,0.0,0.0,2010
Mai.,23,0.049999999999999996,0.6,2010
Mai.,24,0.15,1.8,2010
Mai.,25,0.0,0.0,2010
Mai.,26,2.2083333333333335,12.2,2010
Mai.,27,2.6833333333333336,12.0,2010
Mai.,28,0.5,4.6,2010
Mai.,29,1.0166666666666666,6.0,2010
Mai.,30,0.18333333333333335,2.2,2010
Mai.,31,13.583333333333334,87.0,2010
Jun.,1,20.483333333333334,94.8,2010
Jun.,2,0.09999999999999999,1.2,2010
Jun.,3,0.09999999999999999,1.0,2010
Jun.,4,1.6416666666666668,9.8,2010
Jun.,5,0.6833333333333332,6.8,2010
Jun.,6,0.0,0.0,2010
Jun.,7,0.525,4.6,2010
Jun.,8,0.27499999999999997,2.0,2010
Jun.,9,0.0,0.0,2010
Jun.,10,0.0,0.0,2010
Jun.,11,0.0,0.0,2010
Jun.,12,0.0,0.0,2010
Jun.,13,0.0,0.0,2010
Jun.,14,0.25,3.0,2010
Jun.,15,0.0,0.0,2010
Jun.,16,0.0,0.0,2010
Jun.,17,0.0,0.0,2010
Jun.,18,1.8250000000000002,19.6,2010
Jun.,19,0.0,0.0,2010
Jun.,20,0.0,0.0,2010
Jun.,21,0.0,0.0,2010
Jun.,22,0.0,0.0,2010
Jun.,23,0.0,0.0,2010
Jun.,24,0.47500000000000003,4.5,2010
Jun.,25,0.0,0.0,2010
Jun.,26,0.0,0.0,2010
Jun.,27,0.0,0.0,2010
Jun.,28,0.0,0.0,2010
Jun.,29,0.4166666666666667,5.0,2010
Jun.,30,0.0,0.0,2010
Jul.,1,2.091666666666667,17.0,2010
Jul.,2,0.85,6.2,2010
Jul.,3,0.0,0.0,2010
Jul.,4,0.0,0.0,2010
Jul.,5,0.0,0.0,2010
Jul.,6,0.0,0.0,2010
Jul.,7,0.0,0.0,2010
Jul.,8,0.0,0.0,2010
Jul.,9,0.975,7.4,2010
Jul.,10,0.075,0.9,2010
Jul.,11,0.0,0.0,2010
Jul.,12,0.0,0.0,2010
Jul.,13,0.39999999999999997,1.8,2010
Jul.,14,0.0,0.0,2010
Jul.,15,0.0,0.0,2010
Jul.,16,8.516666666666667,36.2,2010
Jul.,17,0.7166666666666667,6.2,2010
Jul.,18,0.0,0.0,2010
Jul.,19,0.0,0.0,2010
Jul.,20,0.0,0.0,2010
Jul.,21,0.0,0.0,2010
Jul.,22,0.0,0.0,2010
Jul.,23,0.0,0.0,2010
Jul.,24,0.0,0.0,2010
Jul.,25,0.0,0.0,2010
Jul.,26,0.09999999999999999,1.2,2010
Jul.,27,0.0,0.0,2010
Jul.,28,0.0,0.0,2010
Jul.,29,0.0,0.0,2010
Jul.,30,0.0,0.0,2010
Jul.,31,0.0,0.0,2010
Ago.,1,0.0,0.0,2010
Ago.,2,0.0,0.0,2010
Ago.,3,0.03333333333333333,0.4,2010
Ago.,4,0.0,0.0,2010
Ago.,5,0.0,0.0,2010
Ago.,6,0.0,0.0,2010
Ago.,7,0.225,2.7,2010
Ago.,8,0.0,0.0,2010
Ago.,9,0.0,0.0,2010
Ago.,10,0.0,0.0,2010
Ago.,11,0.0,0.0,2010
Ago.,12,0.0,0.0,2010
Ago.,13,0.0,0.0,2010
Ago.,14,0.0,0.0,2010
Ago.,15,0.0,0.0,2010
Ago.,16,0.0,0.0,2010
Ago.,17,0.0,0.0,2010
Ago.,18,0.0,0.0,2010
Ago.,19,0.0,0.0,2010
Ago.,20,0.0,0.0,2010
Ago.,21,0.0,0.0,2010
Ago.,22,0.0,0.0,2010
Ago.,23,0.0,0.0,2010
Ago.,24,0.0,0.0,2010
Ago.,25,0.0,0.0,2010
Ago.,26,0.0,0.0,2010
Ago.,27,0.0,0.0,2010
Ago.,28,0.0,0.0,2010
Ago.,29,0.0,0.0,2010
Ago.,30,0.0,0.0,2010
Ago.,31,0.0,0.0,2010
Set.,1,0.0,0.0,2010
Set.,2,0.0,0.0,2010
Set.,3,0.0,0.0,2010
Set.,4,0.0,0.0,2010
Set.,5,0.0,0.0,2010
Set.,6,0.0,0.0,2010
Set.,7,0.0,0.0,2010
Set.,8,0.0,0.0,2010
Set.,9,0.0,0.0,2010
Set.,10,0.0,0.0,2010
Set.,11,0.0,0.0,2010
Set.,12,0.0,0.0,2010
Set.,13,0.0,0.0,2010
Set.,14,0.0,0.0,2010
Set.,15,0.0,0.0,2010
Set.,16,0.0,0.0,2010
Set.,17,0.0,0.0,2010
Set.,18,0.0,0.0,2010
Set.,19,0.0,0.0,2010
Set.,20,0.0,0.0,2010
Set.,21,0.0,0.0,2010
Set.,22,0.0,0.0,2010
Set.,23,0.0,0.0,2010
Set.,24,0.0,0.0,2010
Set.,25,0.0,0.0,2010
Set.,26,0.0,0.0,2010
Set.,27,0.0,0.0,2010
Set.,28,0.0,0.0,2010
Set.,29,0.0,0.0,2010
Set.,30,0.0,0.0,2010
Out.,1,0.0,0.0,2010
Out.,2,0.0,0.0,2010
Out.,3,0.0,0.0,2010
Out.,4,0.0,0.0,2010
Out.,5,0.0,0.0,2010
Out.,6,0.0,0.0,2010
Out.,7,0.0,0.0,2010
Out.,8,0.0,0.0,2010
Out.,9,0.0,0.0,2010
Out.,10,0.0,0.0,2010
Out.,11,0.0,0.0,2010
Out.,12,0.041666666666666664,0.5,2010
Out.,13,0.0,0.0,2010
Out.,14,0.0,0.0,2010
Out.,15,0.0,0.0,2010
Out.,16,0.0,0.0,2010
Out.,17,0.0,0.0,2010
Out.,18,0.0,0.0,2010
Out.,19,0.0,0.0,2010
Out.,20,0.0,0.0,2010
Out.,21,0.0,0.0,2010
Out.,22,0.27499999999999997,3.3,2010
Out.,23,0.0,0.0,2010
Out.,24,0.0,0.0,2010
Out.,25,0.0,0.0,2010
Out.,26,0.0,0.0,2010
Out.,27,0.0,0.0,2010
Out.,28,0.0,0.0,2010
Out.,29,0.0,0.0,2010
Out.,30,0.0,0.0,2010
Out.,31,0.0,0.0,2010
Nov.,1,0.0,0.0,2010
Nov.,2,0.0,0.0,2010
Nov.,3,0.0,0.0,2010
Nov.,4,0.0,0.0,2010
Nov.,5,0.5333333333333333,6.4,2010
Nov.,6,0.0,0.0,2010
Nov.,7,0.0,0.0,2010
Nov.,8,0.0,0.0,2010
Nov.,9,0.0,0.0,2010
Nov.,10,0.0,0.0,2010
Nov.,11,0.06666666666666667,0.8,2010
Nov.,12,0.041666666666666664,0.5,2010
Nov.,13,0.0,0.0,2010
Nov.,14,0.0,0.0,2010
Nov.,15,0.0,0.0,2010
Nov.,16,0.0,0.0,2010
Nov.,17,0.0,0.0,2010
Nov.,18,0.27499999999999997,3.3,2010
Nov.,19,0.0,0.0,2010
Nov.,20,0.016666666666666666,0.2,2010
Nov.,21,0.0,0.0,2010
Nov.,22,0.0,0.0,2010
Nov.,23,0.0,0.0,2010
Nov.,24,0.0,0.0,2010
Nov.,25,0.0,0.0,2010
Nov.,26,0.0,0.0,2010
Nov.,27,0.0,0.0,2010
Nov.,28,0.0,0.0,2010
Nov.,29,0.0,0.0,2010
Nov.,30,0.0,0.0,2010
Dez.,1,0.0,0.0,2010
Dez.,2,0.0,0.0,2010
Dez.,3,0.08333333333333333,1.0,2010
Dez.,4,0.0,0.0,2010
Dez.,5,0.0,0.0,2010
Dez.,6,0.0,0.0,2010
Dez.,7,0.0,0.0,2010
Dez.,8,0.0,0.0,2010
Dez.,9,0.075,0.7,2010
Dez.,10,0.0,0.0,2010
Dez.,11,0.225,2.5,2010
Dez.,12,0.024999999999999998,0.3,2010
Dez.,13,0.4583333333333333,3.1,2010
Dez.,14,1.4583333333333333,14.7,2010
Dez.,15,2.8833333333333333,15.0,2010
Dez.,16,0.09999999999999999,1.2,2010
Dez.,17,1.075,7.3,2010
Dez.,18,5.083333333333333,30.6,2010
Dez.,19,0.0,0.0,2010
Dez.,20,0.016666666666666666,0.2,2010
Dez.,21,0.2833333333333334,3.2,2010
Dez.,22,0.125,1.5,2010
Dez.,23,0.0,0.0,2010
Dez.,24,0.5666666666666667,5.6,2010
Dez.,25,0.31666666666666665,2.8,2010
Dez.,26,0.0,0.0,2010
Dez.,27,0.0,0.0,2010
Dez.,28,0.0,0.0,2010
Dez.,29,1.1833333333333333,12.4,2010
Dez.,30,0.08333333333333333,1.0,2010
Dez.,31,0.0,0.0,2010
Jan.,1,0.0,0.0,2011
Jan.,2,0.0,0.0,2011
Jan.,3,0.18333333333333335,1.4,2011
Jan.,4,0.11666666666666665,1.4,2011
Jan.,5,36.31666666666667,135.0,2011
Jan.,6,0.049999999999999996,0.6,2011
Jan.,7,0.0,0.0,2011
Jan.,8,0.85,5.6,2011
Jan.,9,0.5583333333333333,3.1,2011
Jan.,10,30.14166666666667,128.8,2011
